from_station,to_station,mileage,train_direction
Fuyang Railway Station,Jiande Railway Station,77,down
Jiande Railway Station,Hangzhoudong Railway Station,135,up
Jiande Railway Station,Huangshanbei Railway Station,150,down
Qiandaohu Railway Station,Sanyang Railway Station,49,down
Sanyang Railway Station,Jixibei Railway Station,29,down
Xixianbei Railway Station,Qiandaohu Railway Station,101,up
Shanghai Railway Station,Shanghaihongqiao Railway Station,33,down
Sanyang Railway Station,Huangshanbei Railway Station,70,down
Shanghaihongqiao Railway Station,Shanghai Railway Station,33,up
Dalianbei Railway Station,Gaizhouxi Railway Station,178,down
Yiwu Railway Station,Wuyibei Railway Station,64,down
Jinhuanan Railway Station,Hangzhoudong Railway Station,154,up
Hangzhoudong Railway Station,Yongkangnan Railway Station,197,down
Wenzhounan Railway Station,Pingyang Railway Station,53,down
Gaizhouxi Railway Station,Puwan Railway Station,137,up
Shanghaihongqiao Railway Station,Yuhang Railway Station,144,down
Pingyang Railway Station,Wenzhounan Railway Station,40,up
Shanghaihongqiao Railway Station,Hainingxi Railway Station,133,down
Wuyibei Railway Station,Jinyunxi Railway Station,45,down
Hainingxi Railway Station,Tongxiang Railway Station,114,up
Tongxiang Railway Station,Songjiangnan Railway Station,12,up
Cangnan Railway Station,Ruian Railway Station,34,up
Jinyunxi Railway Station,Yiwu Railway Station,109,up
Yiwu Railway Station,Yongkangnan Railway Station,88,down
Haerbinxi Railway Station,Binzhou Railway Station,74,down
Lishui Railway Station,Yiwu Railway Station,41,up
Hangzhoudong Railway Station,Jinyunxi Railway Station,218,down
Yongkangnan Railway Station,Zhuji Railway Station,131,up
Yiwu Railway Station,Lishui Railway Station,138,down
Yongkangnan Railway Station,Yiwu Railway Station,88,up
Tongxiang Railway Station,Hangzhou Railway Station,57,down
Hangzhou Railway Station,Jiaxingnan Railway Station,85,down
Jiaxingnan Railway Station,Hangzhou Railway Station,85,down
Hangzhou Railway Station,Yuhang Railway Station,25,down
Yuhang Railway Station,Hangzhou Railway Station,25,down
Shanghaihongqiao Railway Station,Shanghaixi Railway Station,28,up
Jinshanbei Railway Station,Hangzhoudong Railway Station,113,up
Shanghaihongqiao Railway Station,Suzhouyuanqu Railway Station,74,up
Hainingxi Railway Station,Songjiangnan Railway Station,102,up
Songjiangnan Railway Station,Jiashannan Railway Station,36,up
Jinshanbei Railway Station,Songjiangnan Railway Station,54,down
Liyang Railway Station,Wawushan Railway Station,30,down
Tahexi Railway Station,Changshanan Railway Station,783,down
Hefeinan Railway Station,Hefeibeicheng Railway Station,42,up
Huaibei Railway Station,Xiaoxianbei Railway Station,36,up
Chaohudong Railway Station,Changlinhe Railway Station,46,up
Changlinhe Railway Station,Hefeinan Railway Station,24,up
Changlinhe Railway Station,Wuwei Railway Station,81,down
Wenzhounan Railway Station,Sanmenxian Railway Station,169,up
Sanmenxian Railway Station,Ninghai Railway Station,34,up
Ninghai Railway Station,Sanmenxian Railway Station,41,up
Wenling Railway Station,Leqing Railway Station,57,up
Yiwu Railway Station,Jinyunxi Railway Station,109,down
Lishui Railway Station,Jinhuanan Railway Station,93,up
Hefeibeicheng Railway Station,Huainannan Railway Station,59,up
Fengtainan Railway Station,Shouxian Railway Station,19,up
Lishui Railway Station,Wawushan Railway Station,22,up
Wawushan Railway Station,Yixing Railway Station,61,up
Leqing Railway Station,Wenling Railway Station,64,up
Linhai Railway Station,Ninghai Railway Station,57,up
Fenghua Railway Station,Ninghai Railway Station,34,up
Shanghaihongqiao Railway Station,Yangchenghu Railway Station,59,up
Suzhou Railway Station,Qishuyan Railway Station,70,up
Hangzhoudong Railway Station,Qiandaohu Railway Station,166,up
Ninghai Railway Station,Wenling Railway Station,184,down
Ningbo Railway Station,Zhuangqiao Railway Station,8,up
Zhuangqiao Railway Station,Yuyaobei Railway Station,41,up
Hangzhoudong Railway Station,Shaoxingdong Railway Station,74,down
Shaoxingdong Railway Station,Yuyaobei Railway Station,32,down
Ninghai Railway Station,Linhai Railway Station,57,down
Songjiangnan Railway Station,Tongxiang Railway Station,81,down
Hangzhoudong Railway Station,Yuyaobei Railway Station,106,down
Wenzhounan Railway Station,Shenfang Railway Station,53,up
Shenfang Railway Station,Taizhou Railway Station,70,up
Fangzheng Railway Station,Binzhou Railway Station,107,up
Haerbin Railway Station,Dehuixi Railway Station,163,up
Fenghua Railway Station,Ningbo Railway Station,38,up
Ningbo Railway Station,Linhai Railway Station,129,down
Yandangshan Railway Station,Yongjia Railway Station,58,down
Yongjia Railway Station,Wenzhounan Railway Station,18,down
Wenling Railway Station,Shenfang Railway Station,175,down
Shenfang Railway Station,Leqing Railway Station,111,down
Binzhou Railway Station,Shenglizhen Railway Station,42,down
Shenglizhen Railway Station,Fangzheng Railway Station,65,down
Wenling Railway Station,Linhai Railway Station,47,up
Shanghaihongqiao Railway Station,Tongxiang Railway Station,112,down
Fenghua Railway Station,Sanmenxian Railway Station,68,down
Ninghai Railway Station,Fenghua Railway Station,34,up
Jiashannan Railway Station,Yuhang Railway Station,77,down
Leqing Railway Station,Yandangshan Railway Station,41,up
Yandangshan Railway Station,Wenling Railway Station,23,up
Hainingxi Railway Station,Jiashannan Railway Station,102,up
Sanmenxian Railway Station,Fenghua Railway Station,68,up
Jiashannan Railway Station,Jinshanbei Railway Station,19,up
Haerbin Railway Station,Jiamusi Railway Station,343,down
Shenfang Railway Station,Wenling Railway Station,46,up
Shanghaihongqiao Railway Station,Antingbei Railway Station,55,up
Wenzhounan Railway Station,Yandangshan Railway Station,76,up
Liyang Railway Station,Changxing Railway Station,67,down
Nanjingnan Railway Station,Wawushan Railway Station,68,down
Zhuji Railway Station,Jinhuanan Railway Station,88,down
Yandangshan Railway Station,Ninghai Railway Station,127,up
Liyang Railway Station,Jurongxi Railway Station,72,up
Yingshangbei Railway Station,Shouxian Railway Station,58,up
Hefei Railway Station,Quanjiao Railway Station,98,up
Jiangning Railway Station,Wawushan Railway Station,56,up
Wawushan Railway Station,Liyang Railway Station,30,up
Fenghua Railway Station,Linhai Railway Station,91,up
Linhai Railway Station,Wenling Railway Station,47,up
Wenling Railway Station,Yandangshan Railway Station,23,up
Jinhuanan Railway Station,Zhuji Railway Station,88,up
Yuyaobei Railway Station,Zhuangqiao Railway Station,41,down
Zhuangqiao Railway Station,Ningbo Railway Station,8,down
Yandangshan Railway Station,Shenfang Railway Station,34,down
Shenfang Railway Station,Wenzhounan Railway Station,53,down
Wafangdianxi Railway Station,Haichengxi Railway Station,166,down
Haichengxi Railway Station,Shenyangnan Railway Station,119,down
Fuyubei Railway Station,Haerbin Railway Station,105,down
Haerbin Railway Station,Anda Railway Station,127,down
Anda Railway Station,Daqingdong Railway Station,21,down
Daqingdong Railway Station,Qiqihaernan Railway Station,131,down
Taizhou Railway Station,Shenfang Railway Station,70,down
Shuangchengbei Railway Station,Changchunxi Railway Station,200,up
Linhai Railway Station,Fenghua Railway Station,91,up
Deqing Railway Station,Changxing Railway Station,56,up
Wawushan Railway Station,Jiangning Railway Station,301,up
Haerbin Railway Station,Haerbinbei Railway Station,13,down
Haerbinbei Railway Station,Zhaodong Railway Station,49,down
Zhaodong Railway Station,Daqingxi Railway Station,108,down
Daqingxi Railway Station,Qiqihaer Railway Station,116,down
Jiangning Railway Station,Yixing Railway Station,117,up
Wenling Railway Station,Ninghai Railway Station,104,up
Shouxian Railway Station,Fengtainan Railway Station,112,up
Qiqihaer Railway Station,Daqingxi Railway Station,116,up
Daqingxi Railway Station,Haerbin Railway Station,170,up
Haerbin Railway Station,Fuyubei Railway Station,105,up
Haichengxi Railway Station,Wafangdianxi Railway Station,166,up
Daqingdong Railway Station,Haerbin Railway Station,148,up
Binzhou Railway Station,Haerbinxi Railway Station,74,up
Yingkoudong Railway Station,Wafangdianxi Railway Station,128,up
Zhuanghebei Railway Station,Qingdui Railway Station,28,down
Qingdui Railway Station,Dagushan Railway Station,33,down
Dagushan Railway Station,Donggangbei Railway Station,48,down
Donggangbei Railway Station,Dandong Railway Station,38,down
Dandong Railway Station,Wulongbeidong Railway Station,18,down
Wulongbeidong Railway Station,Fengchengdong Railway Station,27,down
Kaiyuanxi Railway Station,Gongzhulingnan Railway Station,134,down
Shenyang Railway Station,Benxi Railway Station,76,up
Benxi Railway Station,Nanfenbei Railway Station,18,up
Nanfenbei Railway Station,Fengchengdong Railway Station,84,up
Dandong Railway Station,Donggangbei Railway Station,38,up
Donggangbei Railway Station,Dagushan Railway Station,48,up
Dagushan Railway Station,Zhuanghebei Railway Station,61,up
Qiqihaernan Railway Station,Daqingdong Railway Station,131,up
Benxi Railway Station,Shenyangbei Railway Station,81,up
Haerbinxi Railway Station,Daqingdong Railway Station,155,up
Wafangdianxi Railway Station,Gaizhouxi Railway Station,100,down
Gaizhouxi Railway Station,Yingkoudong Railway Station,28,down
Sipingdong Railway Station,Changchun Railway Station,130,down
Changchunxi Railway Station,Changchun Railway Station,12,down
Dalianbei Railway Station,Dalian Railway Station,17,up
Yingkoudong Railway Station,Shenyangnan Railway Station,157,down
Dalian Railway Station,Wafangdianxi Railway Station,95,down
Gaizhouxi Railway Station,Shenyang Railway Station,200,down
Changchun Railway Station,Gongzhulingnan Railway Station,75,up
Shenyangbei Railway Station,Anshanxi Railway Station,100,up
Gaizhouxi Railway Station,Dalian Railway Station,195,up
Dalian Railway Station,Boyuquan Railway Station,166,down
Gongzhulingnan Railway Station,Shenyangbei Railway Station,235,up
Wafangdianxi Railway Station,Puwan Railway Station,37,up
Anshanxi Railway Station,Shenyangbei Railway Station,100,down
Gongzhulingnan Railway Station,Kaiyuanxi Railway Station,134,up
Yingkoudong Railway Station,Dalian Railway Station,223,up
Dalian Railway Station,Gaizhouxi Railway Station,195,down
Gaizhouxi Railway Station,Haichengxi Railway Station,66,down
Wafangdianxi Railway Station,Dalian Railway Station,95,up
Beijingxi Railway Station,Zhengzhoudong Railway Station,693,down
Shenyangnan Railway Station,Wafangdianxi Railway Station,285,up
Kaiyuanxi Railway Station,Changtuxi Railway Station,28,down
Changchun Railway Station,Shenyang Railway Station,315,up
Jilin Railway Station,Jiaohexi Railway Station,65,down
Jiaohexi Railway Station,Dunhua Railway Station,91,down
Dunhua Railway Station,Yanjixi Railway Station,113,down
Dalian Railway Station,Dalianbei Railway Station,17,down
Anshanxi Railway Station,Gaizhouxi Railway Station,105,up
Haichengxi Railway Station,Gaizhouxi Railway Station,66,up
Puwan Railway Station,Dalian Railway Station,58,up
Dalian Railway Station,Yingkoudong Railway Station,223,down
Anshanxi Railway Station,Dalian Railway Station,300,up
Liaoyang Railway Station,Dalian Railway Station,330,up
Dalian Railway Station,Anshanxi Railway Station,300,down
Gaizhouxi Railway Station,Wafangdianxi Railway Station,100,up
Shenyangnan Railway Station,Haichengxi Railway Station,119,up
Dalian Railway Station,Haichengxi Railway Station,261,down
Anshanxi Railway Station,Wafangdianxi Railway Station,205,up
Yingkoudong Railway Station,Shenyangbei Railway Station,177,down
Shenyang Railway Station,Dalian Railway Station,395,up
Boyuquan Railway Station,Shenyangbei Railway Station,234,down
Haichengxi Railway Station,Puwan Railway Station,203,up
Boyuquan Railway Station,Dalian Railway Station,166,up
Puwan Railway Station,Anshanxi Railway Station,242,down
Benxi Railway Station,Shenyang Railway Station,76,up
Dunhua Railway Station,Antuxi Railway Station,63,up
Antuxi Railway Station,Yanjixi Railway Station,50,up
Yanjixi Railway Station,Antuxi Railway Station,50,up
Antuxi Railway Station,Dunhua Railway Station,63,up
Dunhua Railway Station,Jilin Railway Station,156,up
Tongyuanbaoxi Railway Station,Fengchengdong Railway Station,40,up
Liaoyang Railway Station,Panjin Railway Station,135,up
Gaizhouxi Railway Station,Jinzhounan Railway Station,215,down
Dehuixi Railway Station,Changchun Railway Station,84,up
Fengchengdong Railway Station,Tongyuanbaoxi Railway Station,40,down
Benxi Railway Station,Benxixincheng Railway Station,27,down
Benxixincheng Railway Station,Shenyangnan Railway Station,34,down
Changchun Railway Station,Changtuxi Railway Station,181,up
Changtuxi Railway Station,Shenyang Railway Station,134,up
Wulongbeidong Railway Station,Benxi Railway Station,129,up
Shenyangnan Railway Station,Benxixincheng Railway Station,34,up
Benxixincheng Railway Station,Benxi Railway Station,27,up
Benxi Railway Station,Wulongbeidong Railway Station,129,up
Wulongbeidong Railway Station,Dandong Railway Station,18,up
Tielingxi Railway Station,Gongzhulingnan Railway Station,181,down
Yanjixi Railway Station,Tumenbei Railway Station,36,down
Tumenbei Railway Station,Hunchun Railway Station,55,down
Hunchun Railway Station,Tumenbei Railway Station,55,up
Tumenbei Railway Station,Yanjixi Railway Station,36,up
Dunhua Railway Station,Jiaohexi Railway Station,91,up
Jiaohexi Railway Station,Jilin Railway Station,65,up
Shenyang Railway Station,Changtuxi Railway Station,4,down
Yanjixi Railway Station,Dunhua Railway Station,113,up
Shenyangbei Railway Station,Tongliao Railway Station,257,up
Tongliao Railway Station,Zhangwu Railway Station,143,up
Zhangwu Railway Station,Shenyangbei Railway Station,114,up
Shenyang Railway Station,Zhangwu Railway Station,113,down
Zhangwu Railway Station,Ganqiqia Railway Station,67,down
Ganqiqia Railway Station,Tongliao Railway Station,76,down
Tongliao Railway Station,Ganqiqia Railway Station,76,up
Ganqiqia Railway Station,Zhangwu Railway Station,67,up
Zhangwu Railway Station,Shenyang Railway Station,113,up
Liaoyang Railway Station,Boyuquan Railway Station,229,up
Fuxin Railway Station,Heishanbei Railway Station,56,down
Heishanbei Railway Station,Shenyang Railway Station,101,down
Heishanbei Railway Station,Shenyangbei Railway Station,102,down
Kazuo Railway Station,Niuheliang Railway Station,35,up
Xinminbei Railway Station,Heishanbei Railway Station,42,up
Shenyang Railway Station,Heishanbei Railway Station,101,up
Niuheliang Railway Station,Nailingao Railway Station,65,down
Heishanbei Railway Station,Xinminbei Railway Station,42,down
Xuchangdong Railway Station,Zhengzhou Railway Station,100,up
Hengyangdong Railway Station,Qingyuan Railway Station,407,up
Zhumadianxi Railway Station,Zhengzhou Railway Station,228,up
Lingbaoxi Railway Station,Xianbei Railway Station,169,up
Zhengzhou Railway Station,Tahexi Railway Station,164,up
Miluodong Railway Station,Xinyangdong Railway Station,524,up
Zhengzhou Railway Station,Zhumadianxi Railway Station,233,up
Zhengzhou Railway Station,Xianbei Railway Station,474,up
Xianbei Railway Station,Tianshuinan Railway Station,290,up
Gongyinan Railway Station,Zhengzhou Railway Station,75,up
Yongchuandong Railway Station,Zhongqingbei Railway Station,74,down
